id,title,overview,genres,cast,director,keywords,vote_average,vote_count,poster_path,release_date
328387,Nerve,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",Mystery Adventure Crime,EmmaRoberts DaveFranco EmilyMeade MilesHeizer JulietteLewis,HenryJoost,basedonnovel technology internet hacking teenager newyorkcity game adaptation dare cellphonevideo basedonyoungadultnovel smartphone takingarisk,7.1,2181,,2016-07-27
12690,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,Drama Western Crime,ViggoMortensen EdHarris RenéeZellweger JeremyIrons TimothySpall,EdHarris,smalltown rancher,6.3,299,,2008-09-12
9945,Vampires,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,Action Drama Fantasy Horror Thriller,JamesWoods DanielBaldwin SherylLee ThomasIanGriffith MaximilianSchell,JohnCarpenter,basedonnovel newmexico party vampirehunter revenge priest church skull team crucifix cross relic vampireslayer turningintoavampire drinkingblood,5.8,255,,1998-04-15
539,Psycho,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother. The place seems quirky, but fine… until Marion decides to take a shower.",Drama Horror Thriller,AnthonyPerkins VeraMiles JohnGavin JanetLeigh MartinBalsam,AlfredHitchcock,hotel clerk arizona shower rain motel money secretary corpse murderer theft privatedetective proto-slasher,8.2,2320,,1960-06-16
13596,My Best Friend's Girl,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",Romance Comedy,DaneCook KateHudson AlecBaldwin JasonBiggs DioraBaird,HowardDeutch,date sex bar test friendship insult stripper blonde liar wedding lapdance duringcreditsstinger,5.4,220,,2008-09-19
226857,Endless Love,A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.,Drama Romance,AlexPettyfer GabriellaWilde RobertPatrick RhysWakefield EmmaRigby,ShanaFeste,teenageromance,6.7,542,,2014-02-12
13159,Georgia Rule,"Georgia Rule follows a rebellious, uncontrollable teenager who is hauled off by her dysfunctional mother to spend the summer with her grandmother. Her journey will lead all three women to revelations of buried family secrets and an understanding that - regardless what happens - the ties that bind can never be broken.",Comedy Drama Romance,JaneFonda LindsayLohan FelicityHuffman DermotMulroney CaryElwes,GarryMarshall,grandmothergranddaughterrelationship promiscuity motherdaughterrelationship summer teenager rural veterinaryclinic rebelliousteenager,5.6,130,,2007-05-11
47941,Under the Rainbow,"In World War II era Los Angeles, the manager of the Culver Hotel leaves his nephew in charge for a weekend. The nephew changes the name to the Hotel Rainbow and overbooks with royalty, assassins, secret agents, Japanese tourists, and munchkins (from the cast of _Wizard of Oz, The (1939)_ ). Secret Service agent Bruce Thorpe and casting director Annie Clark find romance amidst the intrigue and confusion.",Comedy,ChevyChase CarrieFisher EveArden JosephMaher RobertDonner,SteveRash,,4.9,7,,1981-07-31
526,Ladyhawke,"Captain Etienne Navarre is a man on whose shoulders lies a cruel curse. Punished for loving each other, Navarre must become a wolf by night whilst his lover, Lady Isabeau, takes the form of a hawk by day. Together, with the thief Philippe Gaston, they must try to overthrow the corrupt Bishop and in doing so break the spell.",Adventure Drama Fantasy Romance,MatthewBroderick RutgerHauer MichellePfeiffer AlfredMolina JohnWood,RichardDonner,moon monk swordplay bishop cathedral falcon twilight solareclipse thief,6.8,260,,1985-03-27
22796,Simon Birch,"Simon Birch tells the story of Joe and Simon's heart-warming journey of friendship. Simon Birch was born with a condition that makes him much smaller than all the other kids in town. Now, due to his condition, Simon thinks God made him this way for a reason and highly believes in God. Together, Joe and Simon go on a journey of trust and friendship to find the answers to many things. Their friendship is put to the test when some unfortunate events happen.",Comedy Drama Family,JimCarrey AshleyJudd IanMichaelSmith JosephMazzello OliverPlatt,MarkStevenJohnson,illegitimateson,6.5,52,,1998-09-11
2355,Reign Over Me,A man who lost his family in the September 11 attack on New York City runs into his old college roommate. Rekindling the friendship is the one thing that appears able to help the man recover from his grief.,Drama,AdamSandler DonCheadle JadaPinkettSmith LivTyler SaffronBurrows,MikeBinder,confidence trauma leavingone'sfamily childhoodmemory airplane waronterror music lossofdaughter alone cowardliness family,7.1,334,,2007-03-23
5915,Into the Wild,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.",Adventure Drama,EmileHirsch MarciaGayHarden WilliamHurt JenaMalone BrianH.Dierker,SeanPenn,malenudity parentskidsrelationship camping cuttingthecord self-discovery wilderness biography basedontruestory pubichair alaska journey,7.8,3045,,2007-09-11
9842,School for Scoundrels,"A young guy short on luck, enrolls in a class to build confidence to help win over the girl of his dreams, which becomes complicated when his teacher has the same agenda.",Comedy Drama Romance,BillyBobThornton JonHeder JacindaBarrett SarahSilverman MichaelClarkeDuncan,ToddPhillips,date competition lovesickness mentor trafficpoliceman,5.6,111,,2006-09-29
61012,Silent Hill: Revelation 3D,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",Thriller Horror Mystery,AdelaideClemens KitHarington SeanBean Carrie-AnneMoss RadhaMitchell,MichaelJ.Bassett,femaleprotagonist anotherdimension basedonvideogame mall occultritual darkcarnival occulttorture aftercreditsstinger 3d,5.0,432,,2012-10-10
755,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",Horror Action Thriller Crime,GeorgeClooney QuentinTarantino HarveyKeitel JulietteLewis ErnestLiu,RobertRodriguez,dancing brotherbrotherrelationship sexualobsession showdown sheriff eroticism nudity bankrobber vampire holywater siege stripper priest explosion extremeviolence bankrobbery preacher hostagesituation crucifix recreationalvehicle bloodspurting conveniencestore femalevampire mexicanamericanborder nightclubentertainer boaconstrictor,6.9,1603,,1996-01-19
13682,Pooh's Heffalump Movie,"Who or what exactly is a Heffalump? The lovable residents of the Hundred Acre Wood -- Winnie the Pooh, Rabbit, Tigger, Eeyore, Kanga and the rest of the pack -- embark on a journey of discovery in search of the elusive Heffalump. But as is always the case, this unusual road trip opens their eyes to so much more than just the creature they're seeking.",Animation Family,JimCummings JohnFiedler NikitaHopkins KathSoucie KenSansom,FrankNissen,,6.4,88,,2005-02-11
9089,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",Comedy Drama Romance,HollyHunter RobertDowneyJr. AnneBancroft CharlesDurning ClaireDanes,JodieFoster,baltimore thanksgiving familyclan familyconflict generationsconflict womandirector,6.3,39,,1995-11-02
9470,Kung Fu Hustle,"Set in Canton, China in the 1940s, the story revolves in a town ruled by the Axe Gang, Sing who desperately wants to become a member. He stumbles into a slum ruled by eccentric landlords who turns out to be the greatest kung-fu masters in disguise. Sing's actions eventually cause the Axe Gang and the slumlords to engage in an explosive kung-fu battle. Only one side will win and only one hero will emerge as the greatest kung-fu master of all.",Action Comedy Crime Fantasy,StephenChow YuenWah YuenQiu LamTze-Chung HuangSheng-Yi,StephenChow,kungfu magic mafia defense gangster policeman anarchiccomedy,7.2,831,,2004-02-10
18357,The Country Bears,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",Adventure Comedy Family,HaleyJoelOsment DiedrichBader CandyFord JamesGammon BradGarrett,PeterHastings,humananimalrelationship musical clowning bear socialsatire aftercreditsstinger duringcreditsstinger,4.3,20,,2002-07-26
7979,The Kite Runner,"After spending years in California, Amir returns to his homeland in Afghanistan to help his old friend Hassan, whose son is in trouble.",Drama,KhalidAbdalla AtossaLeoni ShaunToub ZekeriaEbrahimi AhmadKhanMahmoodzada,MarcForster,1970s afghanistan hanggliding warinafghanistan taliban cowardice bestfriend cowardliness child,7.3,394,,2007-10-14
470,21 Grams,"This is the story of three gentle persons: Paul Rivers an ailing mathematician lovelessly married to an English émigré, Christina Peck, an upper-middle-class suburban housewife, happily married and mother of two little girls, and Jack Jordan, an ex-convict who has found in his Christian faith the strength to raise a family. They will be brought together by a terrible accident that will change their lives. By the final frame, none of them will be the same as they will learn harsh truths about love, faith, courage, desire and guilt, and how chance can change our worlds irretrievably, forever.",Drama Crime Thriller,SeanPenn NaomiWatts BeniciodelToro DannyHuston CarlyNahon,AlejandroGonzálezIñárritu,lifeanddeath transplantation suicideattempt desperation lossoffamily ex-detainee sadness rageandhate carcrash,7.2,918,,2003-09-06
15644,Paparazzi,A rising Hollywood actor decides to take personal revenge against a group of four persistent photographers to make them pay for almost causing a personal tragedy involving his wife and son.,Action Drama Thriller,ColeHauser RobinTunney DennisFarina DanielBaldwin TomSizemore,PaulAbascal,independentfilm,5.8,52,,2004-09-03
9582,A Guy Thing,"Paul Morse is a good guy. When his friends throw him a wild bachelor party, he just wants to keep his conscience clean -- which is why he's shocked when he wakes up in bed with a beautiful girl named Becky and can't remember the night before. Desperate to keep his fiancée, Karen, from finding out what may or may not be the truth, he tells her a teensy lie. Soon his lies are spiraling out of control and his life is a series of comical misunderstandings.",Comedy Romance,JasonLee JuliaStiles SelmaBlair JamesBrolin ShawnHatosy,ChrisKoch,infidelity bachelor blackmail fantasy truth party liar friends misunderstanding wedding fiancée,5.3,83,,2003-01-17
10642,Loser,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor.",Drama Comedy Romance Family,JasonBiggs MenaSuvari ZakOrth ThomasSadoski JimmiSimpson,AmyHeckerling,college lostandfound olderbrotheryoungersister womandirector youngadult collegestudent,5.0,120,,2000-07-21
22074,Capitalism: A Love Story,"Michael Moore's Capitalism: A Love Story comes home to the issue he's been examining throughout his career: the disastrous impact of corporate dominance on the everyday lives of Americans (and by default, the rest of the world).",Documentary,MichaelMoore ThoraBirch WilliamBlack ElijahCummings BaronHill,MichaelMoore,usa capitalism capitalist wallstreet criticismandblame banking money economics corporation,7.0,167,,2009-09-06
2428,The Greatest Story Ever Told,All-star epic retelling of Christ's life.,Drama History,MaxvonSydow MichaelAndersonJr. CarrollBaker InaBalin VictorBuono,GeorgeStevens,jesuschrist biography epic,6.5,41,,1965-02-15
290751,Secret in Their Eyes,"A tight-knit team of FBI investigators, along with their District Attorney supervisor, is suddenly torn apart when they discover that one of their own teenage daughters has been brutally murdered.",Crime Drama Mystery,ChiwetelEjiofor NicoleKidman JuliaRoberts DeanNorris LyndonSmith,BillyRay,fbi missingchild,6.2,336,,2015-10-14
13805,Disaster Movie,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",Action Comedy,MattLanter VanessaLachey NicoleAriParker CristaFlanagan Gary'G.Thang'Johnson,JasonFriedberg,naturaldisaster violence mortaldanger duringcreditsstinger,3.0,240,,2008-08-29
4597,Armored,"A crew of officers at an armored transport security firm risk their lives when they embark on the ultimate heist against their own company. Armed with a seemingly fool-proof plan, the men plan on making off with a fortune with harm to none. But when an unexpected witness interferes, the plan quickly unravels and all bets are off.",Action Crime Drama Thriller,ColumbusShort LaurenceFishburne SkeetUlrich AmauryNolasco MattDillon,NimródAntal,robbery homelessperson bank armoredcar truck heist,5.5,208,,2009-12-04
9414,The Man Who Knew Too Little,"An American gets a ticket for an audience participation game in London, then gets involved in a case of mistaken identity. As an international plot unravels around him, he thinks it's all part of the act.",Comedy Thriller Crime Action,BillMurray PeterGallagher JoanneWhalley AlfredMolina RichardWilson,JonAmiel,londonengland bomb brotherbrotherrelationship helicopter basedonnovel bank tvshow theatremilieu mistakenidentity escape agent,6.5,125,,1997-11-14
63492,What's Your Number?,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",Comedy Romance,ChrisEvans AnnaFaris MartinFreeman ChrisPratt AriGraynor,MarkMylod,basedonnovel loser magazine womanizer mission search boyfriend husband fired pastrelationship,6.2,671,,2011-09-30
81796,Lockout,"Set in the near future, Lockout follows a falsely convicted ex-government agent , whose one chance at obtaining freedom lies in the dangerous mission of rescuing the President's daughter from rioting convicts at an outer space maximum security prison.",Action Thriller ScienceFiction,GuyPearce MaggieGrace JosephGilgun LennieJames PeterStormare,StephenSt.Leger,usapresident antihero dementia future space convict interrogation spacestation collisioninspace year2079,5.8,715,,2012-04-12
10710,Envy,A man becomes increasingly jealous of his friend's newfound success.,Comedy,BenStiller JackBlack RachelWeisz ChristopherWalken AmyPoehler,BarryLevinson,jealousy inventor neighbor bestfriend milliionaire dog envy goldenegg,4.8,139,,2004-04-30
15092,Crank: High Voltage,Chelios faces a Chinese mobster who has stolen his nearly indestructible heart and replaced it with a battery-powered ticker that requires regular jolts of electricity to keep working.,Action Thriller Crime,JasonStatham AmySmart DwightYoakam EfrenRamirez JulanneChidiHill,BrianTaylor,femalenudity prostitute horserace heart stripclub electricshock godzilla sequel tourettesyndrome gang shootout publicsex cigarettesmoking mansion electrocution footchase surgery taser duringcreditsstinger flashback absurdism ultraviolence,5.9,861,,2009-04-16
11382,Bullets Over Broadway,"Set in 1920's New York City, this movie tells the story of idealistic young playwright David Shayne. Producer Julian Marx finally finds funding for the project from gangster Nick Valenti. The catch is that Nick's girl friend Olive Neal gets the part of a psychiatrist, and Olive is a bimbo who could never pass for a psychiatrist as well as being a dreadful actress. Agreeing to this first compromise is the first step to Broadway's complete seduction of David, who neglects longtime girl friend Ellen. Meanwhile David puts up with Warner Purcell, the leading man who is a compulsive eater, Helen Sinclair, the grand dame who wants her part jazzed up, and Cheech, Olive's interfering hitman / bodyguard. Eventually, the playwright must decide whether art or life is more important.",Action Comedy Thriller,JohnCusack DianneWiest JenniferTilly ChazzPalminteri Mary-LouiseParker,WoodyAllen,lover(female) talent mafiaboss author,7.0,130,,1994-10-14
15005,One Night with the King,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",Drama,TiffanyDupont PeterO'Toole LukeGoss JohnNoble OmarSharif,MichaelO.Sajbel,basedonnovel persia queen esther,6.1,12,,2006-10-13
8198,The Quiet American,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems.",Drama Action Thriller Romance,MichaelCaine BrendanFraser ĐỗThịHảiYến TziMa RadeSerbedzija,PhillipNoyce,terror journalist lover(female) saigon indochina,6.4,81,,2002-11-22
6963,The Weather Man,"A Chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",Comedy Drama,NicolasCage MichaelCaine HopeDavis GemmennedelaPeña NicholasHoult,GoreVerbinski,newyork chicago midlifecrisis television daughter father weatherman terminalillness wettermann,6.0,289,,2005-10-20
15070,Undisputed,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",Action Adventure Drama Thriller,WesleySnipes VingRhames PeterFalk MichaelRooker JonSeda,WalterHill,sport,6.1,139,,2002-08-23
12797,Ghost Town,"Dentist, Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts.",Comedy Fantasy Romance,RickyGervais GregKinnear TéaLeoni BillyCampbell JordanCarlos,DavidKoepp,dyinganddeath misanthrope lecture cardiopulmoneryresuscitation,6.4,286,,2008-09-19
17134,12 Rounds,"When New Orleans cop Danny Fisher prevents a brilliant thief from successfully carrying out his latest heist, the thief's girlfriend is accidentally killed. Hungry for revenge, the criminal mastermind breaks out of prison and kidnaps Danny's fiancee. To save her, Danny must successfully navigate his way through an elaborate series of tasks and puzzles, or else watch the love of his life die.",Action Adventure Drama Thriller,JohnCena AidanGillen AshleyScott SteveHarris BrianJ.White,RennyHarlin,police cops catandmouse family revengedrama,5.7,220,,2009-03-19
41402,Let Me In,A bullied young boy befriends a young female vampire who lives in secrecy with her guardian.  A remake of the movie “Let The Right One In” which was an adaptation of a book.,Drama Horror Mystery,KodiSmit-McPhee ChloëGraceMoretz RichardJenkins EliasKoteas SashaBarrese,MattReeves,vampire childvampire remake bully youngboy biting deadboy hammerhorror 1980s,6.7,641,,2010-10-01
18885,3 Ninjas Kick Back,"During a championship baseball match, the three brothers hear that their grandfather in Japan is in trouble, and head out to help him, conceding the match. When they arrive in Japan, they must use all their powers to defend him against his ancient enemy, who has returned to exact revenge.",Adventure Action Comedy Family,VictorWong MaxElliottSlade SeanFox J.EvanBonifant CarolineJunkoKing,CharlesT.Kanganis,underdog hero friendship treasurehunt friends revenge rivalry goodvsevil youth danger escapade youngheroes siblingsrelations vigilantism heroicmission buddies mastervillain masterwarrior contestsandcompetitions,4.5,48,,1994-05-06
4953,Be Kind Rewind,"A man whose brain becomes magnetized unintentionally destroys every tape in his friend's video store. In order to satisfy the store's most loyal renter, an aging woman with signs of dementia, the two men set out to remake the lost films.",Drama Comedy,JackBlack YasiinBey DannyGlover MiaFarrow MarcusCarlFranklin,MichelGondry,camcorder videoband delusion nuclearpowerplant videostore,6.2,424,,2008-01-20
10773,Mrs Henderson Presents,"Eccentric 70-year-old widow purchases the Windmill Theatre in London as a post-widowhood hobby. After starting an innovative continuous variety review, which is copied by other theaters, they begin to lose money. Mrs Henderson suggests they add female nudity similar to the Moulin Rouge in Paris",Comedy Drama,JudiDench BobHoskins WillYoung ChristopherGuest KellyReilly,StephenFrears,worldwarii widow musical theatremilieu nacktrevue variety,6.4,62,,2005-09-09
146198,Triple 9,A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,Action Thriller,CaseyAffleck ChiwetelEjiofor WoodyHarrelson KateWinslet AnthonyMackie,JohnHillcoat,heist betrayal dirtycop,5.6,797,,2016-02-19
2639,Deconstructing Harry,"This film tells the story of a successful writer called Harry Block, played by Allen himself, who draws inspiration from people he knows in real-life, and from events that happened to him, sometimes causing these people to become alienated from him as a result.",Comedy Drama,WoodyAllen KirstieAlley BillyCrystal JudyDavis CarolineAaron,WoodyAllen,newyork writer'sblock insanity independentfilm author,7.3,187,,1997-08-26
10563,Three to Tango,Oscar and Peter land a career-making opportunity when a Chicago tycoon chooses them to compete for the design of a cultural center. The tycoon mistakenly believes that Oscar is gay and has him spy on his mistress Amy. Oscar goes along with it and ends up falling in love with Amy.,Comedy Romance,MatthewPerry NeveCampbell DylanMcDermott OliverPlatt CylkCozart,DamonSantostefano,gay dance architect artist tango businessman spying partnership chiefexecutiveofficer deception businesspartner affair,5.4,62,,1999-10-22
295964,Burnt,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.",Drama,BradleyCooper SiennaMiller LilyJames AliciaVikander UmaThurman,JohnWells,londonengland cook restaurant diva career kitchen redemption drug drugaddict chef comeback,6.3,950,,2015-10-02
5971,We're No Angels,Two escaped cons only prayer to escape is to pass themselves off as priests and pass by the police blockade at the border into the safety of Canada.,Comedy Crime Drama,RobertDeNiro SeanPenn DemiMoore HoytAxton BrunoKirby,NeilJordan,prison prisoner independentfilm,5.6,105,,1989-12-15
9716,Everyone Says I Love You,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,Music Comedy Romance,DrewBarrymore DivaGray NatashaLyonne EdwardNorton WoodyAllen,WoodyAllen,paris venice adultery robbery lovesickness dancer airport brokenengagement infidelity montmartre winter marriageproposal newlove restaurant gondola halloween racehorse lover musical grandfather thanksgiving senility tourist jogging atheist dysfunctionalfamily independentfilm familyrelationships mistakenidentity wealth redemption unfaithfulness hospital lingerieslip escapedconvict singing maid newyorkcity divorce urbansetting christmaseve cultfilm waiter wake jewelrystore unwantedkiss funeralhome centralpark ghost oppositesattract engagementring jumpingrope autumn trickortreating flashback parkavenue parolee x-ray jeweler fiancée,6.5,147,,1996-12-06
11835,Death Sentence,"Nick Hume is a mild-mannered executive with a perfect life, until one gruesome night he witnesses something that changes him forever. Transformed by grief, Hume eventually comes to the disturbing conclusion that no length is too great when protecting his family.",Action Crime Drama Thriller,KevinBacon GarrettHedlund KellyPreston JordanGarrett JohnGoodman,JamesWan,lossofson repayment revenge murder gang policeofficerkilled hospital extremeviolence justice hoodlum semiautomaticpistol fingergun,6.5,297,,2007-08-31
26171,Everybody's Fine,"Eight months after the death of his wife, Frank Goode looks forward to a reunion with his four adult children. When all of them cancel their visits at the last minute, Frank, against the advice of his doctor, sets out on a road trip to reconnect with his offspring. As he visits each one in turn, Frank finds that his children's lives are not quite as picture-perfect as they've made them out to be.",Drama,RobertDeNiro DrewBarrymore KateBeckinsale SamRockwell MelissaLeo,KirkJones,familyrelationships doctor retired visit widower duringcreditsstinger hearttrouble,6.5,284,,2009-12-04
31117,Superbabies: Baby Geniuses 2,"Following on from the plot of the last movie, babies can communicate with each other using 'baby talk', and have an innate knowledge of the secrets of the universe. The baby geniuses become involved in a scheme by media mogul Bill Biscane (Jon Voight). Helping the geniuses is a legendary superbaby named Kahuna. He joins up with several other babies in an attempt to stop Biscane, who intends to use a state-of-the-art satellite system to control the world's population.",Comedy Family,JonVoight ScottBaio VanessaAngel SkylerShaye WhoopiGoldberg,BobClark,baby baseball scientificstudy computer genius mindcontrol goodvsevil babygeniuses,1.9,35,,2004-08-27
9074,The Man,"Special Agent Derrick Vann is a man out to get the man who killed his partner but a case of mistaken identity leads him to Andy Fidler, a salesman with too many questions and a knack of getting in Vanns way",Action Comedy Crime,SamuelL.Jackson EugeneLevy LukeGoss MiguelFerrer SusieEssman,LesMayfield,mistakeinperson falseidentity armsdealer cop policeofficer dentist,5.4,133,,2005-09-08
14396,Code Name: The Cleaner,"Cedric the Entertainer plays Jake, a seemingly regular guy who has no idea who he is after being hit over the head by mysterious assailants. When he finds himself entangled in a government conspiracy, Jake and his pursuers become convinced that he is an undercover agent.",Action Comedy Crime,CedrictheEntertainer LucyLiu NicolletteSheridan MarkDacascos CallumKeithRennie,LesMayfield,,4.7,78,,2007-01-05
15673,Connie and Carla,"After accidentally witnessing a mafia hit in the Windy City, gal pals Connie and Carla skip town for L.A., where they go way undercover as singers working the city's dinner theater circuit ... as drag queens. Now, it's not enough that they become big hits on the scene; things get extra-weird when Connie meets Jeff -- a guy she'd like to be a woman with",Comedy,NiaVardalos ToniCollette DavidDuchovny StephenSpinella AlecMapa,MichaelLembeck,gay dragqueen mistakenidentity,6.4,24,,2004-04-16
42618,Sweet Charity,"Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it.",Comedy Drama Music Romance,"ShirleyMacLaine JohnMcMartin RicardoMontalban SammyDavis,Jr. ChitaRivera",BobFosse,brokenengagement charity celebrity tragiclove dancehallgirl basedonstagemusical basedonfilm,6.5,15,,1969-01-01
171274,Inherent Vice,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",Comedy Romance Crime Drama Mystery,JoaquinPhoenix JoshBrolin OwenWilson KatherineWaterston ReeseWitherspoon,PaulThomasAnderson,basedonnovel 1970s privateinvestigator smokingmarijuana losangeles 1960s,6.5,833,,2014-12-25
24432,Doogal,"This is the story of Doogal, an adorable candy-loving mutt who goes on a mission to save the world.",Family,DanielTay JimmyFallon JonStewart WhoopiGoldberg WilliamH.Macy,FrankPassingham,,3.2,18,,2006-02-24
109417,Battle of the Year,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",Music Drama,JoshHolloway JoshPeck ChrisBrown LazAlonso CaityLotz,BensonLee,musical 3d,5.9,88,,2013-09-21
13948,An American Carol,"In An American Carol a cynical, Anti-American Hollywood filmmaker sets out on a crusade to abolish the 4th of July holiday. He is visited by three spirits who take him on a hilarious journey in an attempt to show him the true meaning of America.",Comedy Fantasy,KevinFarley KelseyGrammer LeslieNielsen TraceAdkins RobertDavi,DavidZucker,terrorist parody documentaryfilmmaker sattire,4.1,20,,2008-10-03
106747,Machete Kills,Ex-Federale agent Machete is recruited by the President of the United States for a mission which would be impossible for any mortal man – he must take down a madman revolutionary and an eccentric billionaire arms dealer who has hatched a plan to spread war and anarchy across the planet.,Action Crime Thriller,DannyTrejo MelGibson AmberHeard MichelleRodriguez SofíaVergara,RobertRodriguez,mexico whitehouse nuclearmissile machete outerspace,5.3,631,,2013-09-12
10929,Willard,"Desperate for companionship, the repressed Willard befriends a group of rats that inhabit his late father's deteriorating mansion. In these furry creatures, Willard finds temporary refuge from daily abuse at the hands of his bedridden mother and his father's old partner, Frank. Soon it becomes clear that the brood of rodents is ready and willing to exact a vicious, deadly revenge on anyone who dares to bully their sensitive new master.",Horror,CrispinGlover R.LeeErmey LauraHarring JackieBurroughs AshlynGere,GlenMorgan,badboss evilmother revenge humiliation obedience,5.8,82,,2003-03-14
14220,Strange Wilderness,"With the ratings dropping for a wilderness-themed TV show, two animal fans go to the Andes in search of Bigfoot.",Comedy,SteveZahn AllenCovert JonahHill KevinHeffernan AshleyScott,FredWolf,tvshow bigfoot,4.7,69,,2008-02-01
46435,Topsy-Turvy,"After their production ""Princess Ida"" meets with less-than-stunning reviews, the relationship between Gilbert and Sullivan is strained to breaking. Their friends and associates attempt to get the two to work together again, which opens the way to ""The Mikado,"" one of the duo's greatest successes.",Comedy Drama Music,AllanCorduner JimBroadbent TimothySpall DexterFletcher ShirleyHenderson,MikeLeigh,prostitute musical biography telephonecall cigarsmoking drink  gilbertandsullivan gilbertandsullivan'sprincessida pianoduet lyricist exhibition,6.7,41,,1999-09-03
256962,Little Boy,An eight-year-old boy is willing to do whatever it takes to end World War II so he can bring his father home. The story reveals the indescribable love a father has for his little boy and the love a son has for his father.,Comedy Drama War,JakobSalvati EmilyWatson Cary-HiroyukiTagawa MichaelRapaport DavidHenrie,AlejandroMonteverde,japanese worldwarii spirituality,7.0,185,,2015-04-23
